Evolution,Iteration,Chromosome,Fitness
6,245,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,245,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,245,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,245,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,245,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,245,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,245,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,245,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,246,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,247,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,248,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,249,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,250,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,251,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,252,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,253,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,254,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,255,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,256,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,257,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,258,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,259,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,260,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,261,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,262,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,263,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,264,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,265,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,265,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,265,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,265,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
6,265,"[24.2173, -15.65, -23.373, -70.3833, -9.6, 45.01, -68.57, 74.6396, -16.9282]",100592
